id,claim,evidence,cited_doc_ids,topic_id
1142,Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.,"{'5260382': [{'sentences': [5], 'label': 'SUPPORT'}]}",[5260382],8
1145,Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.,"{'10071552': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}]}",[10071552],8
1148,Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.,"{'4828631': [{'sentences': [10], 'label': 'SUPPORT'}]}",[4828631],1
1153,The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.,"{'7370282': [{'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [6], 'label': 'SUPPORT'}]}",[7370282],9
1156,The DESMOND program caused substantial weight loss in most participants.,"{'12584053': [{'sentences': [13], 'label': 'CONTRADICT'}]}",[12584053],3
1157,The DESMOND program demonstrates no significant impact on biochemical outcomes.,"{'12584053': [{'sentences': [9], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",[12584053],3
1158,The DESMOND program demonstrates no significant impact on lifestyles outcomes.,"{'12584053': [{'sentences': [13], 'label': 'SUPPORT'}]}",[12584053],3
1159,The DESMOND program demonstrates no significant impact on weight loss.,"{'12584053': [{'sentences': [13], 'label': 'SUPPORT'}]}",[12584053],3
1162,The DdrB protein from Deinococcus radiodurans functions as a pentamer.,"{'15305881': [{'sentences': [4], 'label': 'SUPPORT'}]}",[15305881],6
1169,The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.,"{'4319174': [{'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [6], 'label': 'SUPPORT'}]}",[4319174],8
1170,The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,"{'18956141': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}",[18956141],7
1171,The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,"{'18956141': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}",[18956141],7
1173,The PDPN gene deactivates the C-type lectin receptor (CLEC-2).,"{'7370282': [{'sentences': [1], 'label': 'CONTRADICT'}, {'sentences': [6], 'label': 'CONTRADICT'}]}",[7370282],4
1176,The PRDM1 gene is a key determinant of primordial germ cells.,"{'13910150': [{'sentences': [0], 'label': 'SUPPORT'}]}",[13910150],6
1177,"The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.","{'13910150': [{'sentences': [0], 'label': 'SUPPORT'}]}",[13910150],6
1181,The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).,"{'301838': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}], '2734421': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}], '39128592': [{'sentences': [2], 'label': 'SUPPORT'}], '3952288': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}","[301838, 2734421, 39128592, 3952288]",9
1182,The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).,"{'14541844': [{'sentences': [3], 'label': 'SUPPORT'}]}",[14541844],6
1184,The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,"{'16737210': [{'sentences': [10], 'label': 'CONTRADICT'}]}",[16737210],5
1205,The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.,"{'5558754': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [17], 'label': 'CONTRADICT'}]}",[5558754],5
1209,The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.,"{'4347374': [{'sentences': [3, 5], 'label': 'SUPPORT'}]}",[4347374],6
1210,The density of cytokine receptor bearing cells affects the distance over which cytokines act.,"{'4928282': [{'sentences': [9], 'label': 'SUPPORT'}]}",[4928282],7
1211,The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.,"{'4928282': [{'sentences': [9], 'label': 'CONTRADICT'}]}",[4928282],7
1220,The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,"{'13023410': [{'sentences': [0, 1], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[13023410],6
1223,The innate immune response struggles to remove small numbers of parasites.,"{'5289038': [{'sentences': [3], 'label': 'CONTRADICT'}]}",[5289038],7
1224,The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.,"{'21932050': [{'sentences': [3], 'label': 'SUPPORT'}], '34016987': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}","[21932050, 34016987]",7
1227,The mean suicide rate in women is higher after miscarriage than live birth.,"{'25641414': [{'sentences': [7], 'label': 'SUPPORT'}]}",[25641414],5
1228,The mean suicide rate in women is lower after miscarriage than live birth.,"{'25641414': [{'sentences': [7], 'label': 'CONTRADICT'}]}",[25641414],5
1229,The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.,"{'1676568': [{'sentences': [4], 'label': 'SUPPORT'}]}",[1676568],9
1230,The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.,"{'13905670': [{'sentences': [4], 'label': 'SUPPORT'}]}",[13905670],7
1231,The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,"{'13905670': [{'sentences': [3], 'label': 'SUPPORT'}]}",[13905670],7
1234,The minor G allele of FOXO3 up-regulates IL-10.,"{'13905670': [{'sentences': [4], 'label': 'SUPPORT'}]}",[13905670],7
1237,The most prevalent adverse events to Semaglutide are cardiovascular.,"{'3654468': [{'sentences': [12], 'label': 'CONTRADICT'}]}",[3654468],5
1238,The most prevalent adverse events to Semaglutide are gastrointestinal.,"{'3654468': [{'sentences': [12], 'label': 'SUPPORT'}]}",[3654468],5
1239,The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.,"{'4427392': [{'sentences': [1], 'label': 'CONTRADICT'}]}","[21387297, 4427392]",2
1246,The one-child policy has created a hospitable environment for female infants.,"{'7662395': [{'sentences': [10], 'label': 'CONTRADICT'}]}",[7662395],5
1248,The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,"{'7209559': [{'sentences': [0], 'label': 'SUPPORT'}]}",[7209559],8
1249,The peak incidence of fractures occurs in toddlers.,"{'7209559': [{'sentences': [0], 'label': 'CONTRADICT'}]}",[7209559],5
1254,The proliferative capacity of neural progenitors differs across species.,"{'16939583': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}]}",[16939583],2
1255,The proliferative capacity of progenitors is regulated cell-autonomously.,"{'16939583': [{'sentences': [4], 'label': 'SUPPORT'}]}",[16939583],2
1258,The recruitment of Wdr5 to its target loci depends on Kat8.,"{'12040627': [{'sentences': [7], 'label': 'SUPPORT'}]}",[12040627],6
1260,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,"{'24341590': [{'sentences': [11], 'label': 'CONTRADICT'}, {'sentences': [12], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[24341590],1
1261,The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,"{'13023410': [{'sentences': [0, 1], 'label': 'CONTRADICT'}, {'sentences': [5], 'label': 'CONTRADICT'}]}",[13023410],6
1263,The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.,"{'3981729': [{'sentences': [0, 1], 'label': 'SUPPORT'}]}",[3981729],6
1265,The risk of breast cancer among parous women decreases with placental weight of pregnancies.,"{'37480103': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [12], 'label': 'CONTRADICT'}]}",[37480103],1
1268,The risk of cancer rises with level of alcohol consumption.,"{'52072815': [{'sentences': [8], 'label': 'SUPPORT'}, {'sentences': [11], 'label': 'SUPPORT'}]}",[52072815],1
1269,The risk of female prisoners harming themselves is ten times that of male prisoners.,"{'13900610': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}]}",[13900610],5
1276,The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.,"{'3475317': [{'sentences': [5], 'label': 'SUPPORT'}]}",[3475317],7
1284,Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events,"{'3578380': [{'sentences': [9], 'label': 'CONTRADICT'}]}",[3578380],3
1288,There is a positive correlation between hip fractures and statin use.,"{'4687948': [{'sentences': [7], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",[4687948],3
1289,There is a relation between Erythromycin use and hypertrophic pyloric stenosis.,"{'21239672': [{'sentences': [9], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[21239672],8
1293,There is no increased risk of hypospadias with clomiphene.,"{'43329366': [{'sentences': [1], 'label': 'CONTRADICT'}]}",[43329366],3
1294,There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.,"{'2078658': [{'sentences': [3], 'label': 'CONTRADICT'}], '30507607': [{'sentences': [3], 'label': 'CONTRADICT'}]}","[2078658, 30507607]",6
1295,There is no relation between Erythromycin use and hypertrophic pyloric stenosis.,"{'21239672': [{'sentences': [9], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}]}",[21239672],3
1297,There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.,"{'9167230': [{'sentences': [5], 'label': 'SUPPORT'}]}",[9167230],5
1305,Tirasemtiv targets fast-twitch muscle.,"{'12631697': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [2], 'label': 'SUPPORT'}]}",[12631697],8
1311,"Trans-acting factors, such as lncRNAs, influence mRNA translation.","{'13763195': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}, {'sentences': [6], 'label': 'SUPPORT'}]}",[13763195],6
1312,Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.,"{'24177706': [{'sentences': [4], 'label': 'SUPPORT'}]}",[24177706],7
1322,Transplanted human glial progenitor cells can mature in their host animal.,"{'16284655': [{'sentences': [2], 'label': 'SUPPORT'}]}",[16284655],2
1323,Treatment with a protein named FN impairs regenerative abilities of aged muscles.,"{'19912367': [{'sentences': [2], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}",[19912367],8
1324,Treatment with a protein named FN restores regenerative abilities of aged muscles.,"{'19912367': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [4], 'label': 'SUPPORT'}]}",[19912367],8
1327,Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.,"{'24241932': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [7], 'label': 'CONTRADICT'}], '22194407': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}","[24241932, 22194407]",5
1328,Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,"{'3475317': [{'sentences': [4, 5], 'label': 'SUPPORT'}, {'sentences': [7], 'label': 'SUPPORT'}]}",[3475317],7
1333,Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,"{'1649738': [{'sentences': [1], 'label': 'SUPPORT'}]}",[1649738],1
1334,Type 1 Diabetes is associated with subtle perturbations in T reg development.,"{'13940200': [{'sentences': [2], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}], '11899391': [{'sentences': [0], 'label': 'SUPPORT'}]}","[13923140, 13940200, 11899391]",8
1340,Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.,"{'15482274': [{'sentences': [9], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[15482274],5
1341,Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.,"{'15482274': [{'sentences': [7, 8, 9], 'label': 'SUPPORT'}, {'sentences': [10], 'label': 'SUPPORT'}]}",[15482274],5
1346,"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.","{'9505402': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}]}",[9505402],4
1347,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.","{'19005293': [{'sentences': [2], 'label': 'CONTRADICT'}]}",[19005293],7
1348,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.","{'19005293': [{'sentences': [2], 'label': 'SUPPORT'}]}",[19005293],7
1351,Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.,"{'28369117': [{'sentences': [4], 'label': 'CONTRADICT'}]}",[28369117],9
1355,V-9302 inhibits antitumor responses by decreasing cell death and oxidative stress.,"{'5256564': [{'sentences': [4], 'label': 'CONTRADICT'}]}",[5256564],1
1356,Vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa.,"{'13764090': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[13764090],7
1360,Varenicline monotherapy is more effective after 26 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,"{'11614737': [{'sentences': [9], 'label': 'CONTRADICT'}]}",[11614737],3
1361,Varying expression levels of EBI2 affect the positioning and migration of B cells.,"{'15488881': [{'sentences': [2, 3], 'label': 'SUPPORT'}], '15058155': [{'sentences': [3], 'label': 'SUPPORT'}]}","[15488881, 15058155]",9
1366,VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.,"{'4406819': [{'sentences': [2, 4], 'label': 'SUPPORT'}]}",[4406819],4
1367,Vitamin D deficiency effects birth weight.,"{'2425364': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [12], 'label': 'SUPPORT'}]}",[2425364],8
1371,Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.,"{'16256507': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}]}",[16256507],8
1372,Walking in traffic areas in London did not improve lung function in elderly adults.,"{'21003930': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [11, 12], 'label': 'SUPPORT'}, {'sentences': [15], 'label': 'SUPPORT'}]}",[21003930],3
1373,Walking in traffic areas in London improves lung function in elderly adults.,"{'21003930': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [11, 12], 'label': 'CONTRADICT'}, {'sentences': [15], 'label': 'CONTRADICT'}]}",[21003930],5
1376,Whole brain radiotherapy increases the occurrence of new brain metastases.,"{'3944632': [{'sentences': [6], 'label': 'CONTRADICT'}, {'sentences': [10], 'label': 'CONTRADICT'}]}",[3944632],1
1378,Women are more susceptible to death due to pneumonia when compared to men.,"{'2488880': [{'sentences': [10], 'label': 'SUPPORT'}]}",[2488880],5
1380,Women with a lower birth weight are more likely to develop breast cancer later in life.,"{'16322674': [{'sentences': [5], 'label': 'CONTRADICT'}, {'sentences': [6], 'label': 'CONTRADICT'}], '23557241': [{'sentences': [6], 'label': 'CONTRADICT'}], '17450673': [{'sentences': [5], 'label': 'CONTRADICT'}]}","[16322674, 23557241, 17450673]",1
1381,YAP/TAZ is required in intestinal regeneration in mouse models of ulcerative colitis.,"{'13481880': [{'sentences': [4], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[13481880],4
1383,aPKCz causes tumour suppression by affecting glutamine metabolism.,"{'17755060': [{'sentences': [3], 'label': 'SUPPORT'}, {'sentences': [5], 'label': 'SUPPORT'}]}",[17755060],1
1386,cSMAC formation represses weak ligand signalling.,"{'306006': [{'sentences': [4], 'label': 'CONTRADICT'}]}",[306006],4
1390,mcm 5 s 2 U is required for proper decoding of NNR codons in eukaryotes.,"{'2890952': [{'sentences': [0], 'label': 'SUPPORT'}]}",[2890952],6
1391,miR-142-5P is a known regulator of raised body temperature.,"{'6766459': [{'sentences': [5], 'label': 'SUPPORT'}]}",[6766459],8
1392,miR-142-5P is a temperature-sensitive microRNA (miRNA).,"{'6766459': [{'sentences': [4, 5], 'label': 'SUPPORT'}]}",[6766459],6
1393,miRNAs enforce homeostasis by suppressing low-level ''leaky'' transcription.,"{'12440953': [{'sentences': [1], 'label': 'SUPPORT'}]}","[2000038, 12440953]",6
1403,siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,"{'33370': [{'sentences': [6], 'label': 'CONTRADICT'}], '38355793': [{'sentences': [7], 'label': 'CONTRADICT'}, {'sentences': [8], 'label': 'CONTRADICT'}, {'sentences': [9], 'label': 'CONTRADICT'}]}","[33370, 38355793]",1
1404,siRNA knockdown of A20 slows tumor progression in an in vivo murine xenograft model.,"{'33370': [{'sentences': [6], 'label': 'SUPPORT'}], '38355793': [{'sentences': [7], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}, {'sentences': [9], 'label': 'SUPPORT'}]}","[33370, 38355793]",1
1406,β-sheet opening occurs during pleurotolysin pore formation.,"{'2617858': [{'sentences': [4], 'label': 'SUPPORT'}]}",[2617858],9
